w,q,Tq,Tw,Ts
0.0,1.0,0.0734941018100527,0.05776932231760297,0.015724779492449797
0.0,1.0,0.0734941018100527,0.05776932231760297,0.015724779492449797
0.3333333333333333,1.3333333333333333,0.0734941018100527,0.05776932231760297,0.015724779492449797
0.5,1.5,0.0734941018100527,0.05776932231760297,0.015724779492449797
0.6,1.6,0.0734941018100527,0.05776932231760297,0.015724779492449797
0.6666666666666666,1.6666666666666667,0.0734601031043301,0.057712741198780636,0.015747361905549533
0.7142857142857143,1.7142857142857142,0.0734601031043301,0.057712741198780636,0.015747361905549533
0.75,1.75,0.0734601031043301,0.057712741198780636,0.015747361905549533
0.7777777777777778,1.7777777777777777,0.0734601031043301,0.057712741198780636,0.015747361905549533
0.8,1.8,0.0734601031043301,0.057712741198780636,0.015747361905549533
0.7272727272727273,1.7272727272727273,0.07345016599773273,0.057679259431212535,0.01577090656652025
0.75,1.75,0.07345016599773273,0.057679259431212535,0.01577090656652025
0.7692307692307693,1.7692307692307692,0.07345016599773273,0.057679259431212535,0.01577090656652025
0.7857142857142857,1.7857142857142858,0.07345016599773273,0.057679259431212535,0.01577090656652025
0.8,1.8,0.07345016599773273,0.057679259431212535,0.01577090656652025
0.75,1.75,0.07342781463580059,0.05763920258579727,0.015788612050003394
0.7058823529411765,1.7058823529411764,0.07342781463580059,0.05763920258579727,0.015788612050003394
0.6666666666666666,1.6111111111111112,0.0733617998149361,0.05758678582018479,0.015775013994751372
0.631578947368421,1.5263157894736843,0.0733617998149361,0.05758678582018479,0.015775013994751372
0.6,1.45,0.0733617998149361,0.05758678582018479,0.015775013994751372
0.5714285714285714,1.4285714285714286,0.0733617998149361,0.05758678582018479,0.015775013994751372
0.5454545454545454,1.4090909090909092,0.0733617998149361,0.05758678582018479,0.015775013994751372
0.5217391304347826,1.391304347826087,0.0733617998149361,0.05758678582018479,0.015775013994751372
0.5,1.3333333333333333,0.07325561362069426,0.057487089132896727,0.015768524487797586
0.48,1.28,0.07325561362069426,0.057487089132896727,0.015768524487797586
0.46153846153846156,1.2692307692307692,0.07325561362069426,0.057487089132896727,0.015768524487797586
0.4444444444444444,1.2222222222222223,0.07319841229455984,0.057431167839965894,0.015767244454594005
0.42857142857142855,1.1785714285714286,0.07319841229455984,0.057431167839965894,0.015767244454594005
0.41379310344827586,1.1379310344827587,0.07319841229455984,0.057431167839965894,0.015767244454594005
0.43333333333333335,1.1666666666666667,0.07319841229455984,0.057431167839965894,0.015767244454594005
0.45161290322580644,1.1935483870967742,0.07300184075688355,0.05725981142184281,0.01574202933504081
0.46875,1.21875,0.07300184075688355,0.05725981142184281,0.01574202933504081
0.48484848484848486,1.2424242424242424,0.07300184075688355,0.05725981142184281,0.01574202933504081
0.47058823529411764,1.2352941176470589,0.07296955485689742,0.05720438082027278,0.015765174036624707
0.45714285714285713,1.2285714285714286,0.07296955485689742,0.05720438082027278,0.015765174036624707
0.4444444444444444,1.2222222222222223,0.07296955485689742,0.05720438082027278,0.015765174036624707
0.43243243243243246,1.1891891891891893,0.07294441280300988,0.057186016598351486,0.01575839620465846
0.42105263157894735,1.1842105263157894,0.07294441280300988,0.057186016598351486,0.01575839620465846
0.41025641025641024,1.1538461538461537,0.07289052678762409,0.05713076440840139,0.01575976237922277
0.4,1.125,0.07289052678762409,0.05713076440840139,0.01575976237922277
0.3902439024390244,1.0975609756097562,0.07289052678762409,0.05713076440840139,0.01575976237922277
0.38095238095238093,1.0714285714285714,0.07289052678762409,0.05713076440840139,0.01575976237922277
0.37209302325581395,1.069767441860465,0.07289052678762409,0.05713076440840139,0.01575976237922277
0.36363636363636365,1.0454545454545454,0.07282235403400573,0.057075618882910656,0.015746735151095165
0.35555555555555557,1.0222222222222221,0.07282235403400573,0.057075618882910656,0.015746735151095165
0.34782608695652173,1.0,0.07282235403400573,0.057075618882910656,0.015746735151095165
0.3404255319148936,0.9787234042553191,0.07282235403400573,0.057075618882910656,0.015746735151095165
0.3333333333333333,0.9583333333333334,0.07282235403400573,0.057075618882910656,0.015746735151095165
0.32653061224489793,0.9387755102040817,0.07282235403400573,0.057075618882910656,0.015746735151095165
0.32,0.92,0.07282235403400573,0.057075618882910656,0.015746735151095165
0.3137254901960784,0.9019607843137255,0.07275488876738845,0.05702057971330322,0.015734309054085314
0.3076923076923077,0.9038461538461539,0.07275488876738845,0.05702057971330322,0.015734309054085314
0.3018867924528302,0.8867924528301887,0.07269425799227049,0.05696564659219214,0.01572861140007844
0.2962962962962963,0.8703703703703703,0.07262699149493587,0.056910819213373855,0.01571617228156211
0.2909090909090909,0.8727272727272727,0.07262699149493587,0.056910819213373855,0.01571617228156211
0.2857142857142857,0.875,0.07262699149493587,0.056910819213373855,0.01571617228156211
0.2807017543859649,0.8771929824561403,0.07262699149493587,0.056910819213373855,0.01571617228156211
0.27586206896551724,0.8793103448275862,0.07256487501426032,0.05685609727182254,0.01570877774243786
0.3050847457627119,0.9152542372881356,0.07256487501426032,0.05685609727182254,0.01570877774243786
0.3333333333333333,0.95,0.07256487501426032,0.05685609727182254,0.01570877774243786
0.36065573770491804,0.9836065573770492,0.07249987268103189,0.05677371892968834,0.01572615375134363
0.3548387096774194,0.9838709677419355,0.07244158879372899,0.056721663963639736,0.01571992483008933
0.3492063492063492,0.9841269841269841,0.07244158879372899,0.056721663963639736,0.01571992483008933
0.34375,0.984375,0.07244158879372899,0.056721663963639736,0.01571992483008933
0.3384615384615385,0.9846153846153847,0.07244158879372899,0.056721663963639736,0.01571992483008933
