w,q,Tq,Tw,Ts,Pr(Sk)
1.0,2.0,0.023941839508720128,0.008941839508719825,0.015000000000000159,0.07952286282306163
0.5,1.0,0.023967917534568055,0.00896791753456775,0.015000000000000159,0.07952286282306163
0.3333333333333333,0.6666666666666666,0.023967917534568055,0.00896791753456775,0.015000000000000159,0.07952286282306163
0.25,0.75,0.023967917534568055,0.00896791753456775,0.015000000000000159,0.07950312030498241
0.2,0.6,0.023958243405620302,0.008958243405619997,0.01500000000000016,0.0794912747941349
0.16666666666666666,0.5,0.023958243405620302,0.008958243405619997,0.01500000000000016,0.07948337778690322
0.14285714285714285,0.42857142857142855,0.023958243405620302,0.008958243405619997,0.01500000000000016,0.07947773706745201
0.125,0.375,0.023958243405620302,0.008958243405619997,0.01500000000000016,0.07947350652786361
0.1111111111111111,0.3333333333333333,0.023958243405620302,0.008958243405619997,0.01500000000000016,0.07947021610818375
0.1,0.4,0.023958243405620302,0.008958243405619997,0.01500000000000016,0.0794597024338733
0.09090909090909091,0.45454545454545453,0.023958243405620302,0.008958243405619997,0.01500000000000016,0.07945110033671021
0.08333333333333333,0.5,0.023958243405620302,0.008958243405619997,0.01500000000000016,0.07944393192240763
0.07692307692307693,0.46153846153846156,0.02394859012608838,0.008948590126088079,0.01500000000000016,0.07943786634107469
0.07142857142857142,0.42857142857142855,0.02394859012608838,0.008948590126088079,0.01500000000000016,0.07943266727136074
0.06666666666666667,0.4,0.02394859012608838,0.008948590126088079,0.01500000000000016,0.07942816141094197
0.0625,0.375,0.02394859012608838,0.008948590126088079,0.01500000000000016,0.07942421878307555
0.058823529411764705,0.35294117647058826,0.02394859012608838,0.008948590126088079,0.01500000000000016,0.07942073999378166
0.05555555555555555,0.3333333333333333,0.02394859012608838,0.008948590126088079,0.01500000000000016,0.07941764773663153
0.05263157894736842,0.3157894736842105,0.02394859012608838,0.008948590126088079,0.01500000000000016,0.07941488098023404
0.05,0.35,0.02394859012608838,0.008948590126088079,0.01500000000000016,0.07940845804123224
0.047619047619047616,0.38095238095238093,0.02394859012608838,0.008948590126088079,0.01500000000000016,0.07940264681070681
0.045454545454545456,0.4090909090909091,0.02394859012608838,0.008948590126088079,0.01500000000000016,0.0793973638738655
0.08695652173913043,0.4782608695652174,0.023938957628643724,0.00893895762864342,0.01500000000000016,0.07938572086537292
0.08333333333333333,0.4583333333333333,0.023923345083892347,0.008923345083892044,0.015000000000000163,0.07937504810758805
0.08,0.44,0.023923345083892347,0.008923345083892044,0.015000000000000163,0.07936522917042597
0.07692307692307693,0.4230769230769231,0.023923345083892347,0.008923345083892044,0.015000000000000163,0.07935616553612251
0.07407407407407407,0.4074074074074074,0.023923345083892347,0.008923345083892044,0.015000000000000163,0.07934777328213782
0.07142857142857142,0.39285714285714285,0.023923345083892347,0.008923345083892044,0.015000000000000163,0.07933998047486633
0.13793103448275862,0.4827586206896552,0.023923345083892347,0.008923345083892044,0.015000000000000163,0.07932465230369329
0.16666666666666666,0.5333333333333333,0.023913770679295898,0.008913770679295592,0.015000000000000163,0.07931034601059844
0.1935483870967742,0.5806451612903226,0.023913770679295898,0.008913770679295592,0.015000000000000163,0.07929696270415489
0.21875,0.625,0.023913770679295898,0.008913770679295592,0.015000000000000163,0.07928441585436405
0.24242424242424243,0.6666666666666666,0.023913770679295898,0.008913770679295592,0.015000000000000163,0.07927262941971205
0.23529411764705882,0.6764705882352942,0.02393335139117186,0.008933351391171556,0.015000000000000163,0.07925925014237192
0.22857142857142856,0.6571428571428571,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07924663539516552
0.2222222222222222,0.6388888888888888,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07923472146724836
0.21621621621621623,0.6216216216216216,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07922345153543482
0.21052631578947367,0.6052631578947368,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07921277475792726
0.20512820512820512,0.5897435897435898,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07920264550747137
0.2,0.575,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07919302271953829
0.1951219512195122,0.5609756097560976,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07918386933589461
0.19047619047619047,0.5476190476190477,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07917515182766255
0.18604651162790697,0.5348837209302325,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07916683978492964
0.18181818181818182,0.5227272727272727,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07915890556232096
0.17777777777777778,0.5111111111111111,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07915132397182822
0.17391304347826086,0.5,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07914407201570473
0.1702127659574468,0.48936170212765956,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07913712865345883
0.16666666666666666,0.4791666666666667,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07913047459797319
0.16326530612244897,0.4897959183673469,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07912250894251077
0.16,0.5,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07911486191326685
0.1568627450980392,0.5098039215686274,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.0791075147675227
0.15384615384615385,0.5192307692307693,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07910045020430717
0.1509433962264151,0.5283018867924528,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07909365222838279
0.14814814814814814,0.5370370370370371,0.023938846868602863,0.008938846868602555,0.015000000000000164,0.07908710602934449
0.14545454545454545,0.5272727272727272,0.02392929681852957,0.008929296818529261,0.015000000000000164,0.07908079787390758
0.14285714285714285,0.5357142857142857,0.02392929681852957,0.008929296818529261,0.015000000000000164,0.07907333243919477
0.14035087719298245,0.543859649122807,0.02392929681852957,0.008929296818529261,0.015000000000000164,0.0790661289495596
0.13793103448275862,0.5517241379310345,0.02392929681852957,0.008929296818529261,0.015000000000000164,0.07905917385611874
0.1694915254237288,0.5932203389830508,0.023919767152768064,0.008919767152767759,0.015000000000000164,0.07904853315599841
0.2,0.6333333333333333,0.023919767152768064,0.008919767152767759,0.015000000000000164,0.0790382471458821
0.21311475409836064,0.6557377049180327,0.023911940299131556,0.00891194029913125,0.015000000000000164,0.07902829838199911
0.20967741935483872,0.6612903225806451,0.023916994242781257,0.008916994242780949,0.015000000000000166,0.0790186705459833
0.20634920634920634,0.6507936507936508,0.023924056066591357,0.008924056066591048,0.015000000000000166,0.0790081290191974
0.203125,0.640625,0.023924056066591357,0.008924056066591048,0.015000000000000166,0.07899791691512358
0.2,0.6307692307692307,0.023914582546350815,0.008914582546350507,0.015000000000000166,0.07898683952407652
0.19696969696969696,0.6212121212121212,0.023914582546350815,0.008914582546350507,0.015000000000000166,0.07897609781154603
0.19402985074626866,0.6119402985074627,0.023914582546350815,0.008914582546350507,0.015000000000000166,0.07896567674715078
0.19117647058823528,0.6176470588235294,0.023905129118411948,0.008905129118411641,0.015000000000000168,0.07895331385381033
0.18840579710144928,0.6086956521739131,0.023895695718922107,0.008895695718921797,0.015000000000000168,0.07894130930520438
0.18571428571428572,0.6,0.023895695718922107,0.008895695718921797,0.015000000000000168,0.07892964774370145
0.18309859154929578,0.5915492957746479,0.023895695718922107,0.008895695718921797,0.015000000000000168,0.07891831467688876
0.18055555555555555,0.5972222222222222,0.023895695718922107,0.008895695718921797,0.015000000000000168,0.07890623781315148
0.1780821917808219,0.6027397260273972,0.023895695718922107,0.008895695718921797,0.015000000000000168,0.07889449182239332
0.17567567567567569,0.6081081081081081,0.023895695718922107,0.008895695718921797,0.015000000000000168,0.07888306329084482
0.17333333333333334,0.6,0.02388628228429891,0.0088862822842986,0.015000000000000168,0.07887193952013763
0.17105263157894737,0.5921052631578947,0.02388628228429891,0.0088862822842986,0.015000000000000168,0.07886110848023851
0.18181818181818182,0.6103896103896104,0.02388628228429891,0.0088862822842986,0.015000000000000168,0.07884858482150224
0.19230769230769232,0.6282051282051282,0.023876888751228828,0.008876888751228516,0.015000000000000168,0.0788354108067798
0.20253164556962025,0.6455696202531646,0.023876888751228828,0.008876888751228516,0.015000000000000168,0.07882257031141741
0.225,0.675,0.023876888751228828,0.008876888751228516,0.015000000000000168,0.07880910548087261
0.24691358024691357,0.7037037037037037,0.023876888751228828,0.008876888751228516,0.015000000000000168,0.07880702734776343
0.25609756097560976,0.7195121951219512,0.02388316479057614,0.008883164790575831,0.01500000000000017,0.07880499990082764
0.25301204819277107,0.7228915662650602,0.023896060800677653,0.008896060800677345,0.01500000000000017,0.07880302130803488
0.25,0.7261904761904762,0.023896060800677653,0.008896060800677345,0.01500000000000017,0.07880108982459433
0.24705882352941178,0.7294117647058823,0.023896060800677653,0.008896060800677345,0.01500000000000017,0.07879920378782297
0.2441860465116279,0.7325581395348837,0.023896060800677653,0.008896060800677345,0.01500000000000017,0.07879736161237187
0.2413793103448276,0.735632183908046,0.023896060800677653,0.008896060800677345,0.01500000000000017,0.07879556178578172
0.23863636363636365,0.7272727272727273,0.02391546453207735,0.00891546453207704,0.01500000000000017,0.07879380286434134
0.23595505617977527,0.7191011235955056,0.0239060798325699,0.00890607983256959,0.01500000000000017,0.07879122643311241
0.23333333333333334,0.7111111111111111,0.0239060798325699,0.00890607983256959,0.01500000000000017,0.07878870725591079
0.23076923076923078,0.7032967032967034,0.0239060798325699,0.00890607983256959,0.01500000000000017,0.07878624344524107
0.22826086956521738,0.7065217391304348,0.0239060798325699,0.00890607983256959,0.01500000000000017,0.07878300571315175
0.22580645161290322,0.7096774193548387,0.0239060798325699,0.00890607983256959,0.01500000000000017,0.07877983760970951
0.23404255319148937,0.723404255319149,0.0239060798325699,0.00890607983256959,0.01500000000000017,0.07877592860422218
0.24210526315789474,0.7368421052631579,0.0239060798325699,0.00890607983256959,0.01500000000000017,0.07877210189358723
0.25,0.75,0.0239060798325699,0.00890607983256959,0.01500000000000017,0.07876835490609051
0.25773195876288657,0.7628865979381443,0.023896714869549324,0.008896714869549013,0.015000000000000171,0.0787639033819036
0.2653061224489796,0.7755102040816326,0.023897833682918392,0.008897833682918082,0.015000000000000171,0.07875877038377414
0.2727272727272727,0.7878787878787878,0.023897833682918392,0.008897833682918082,0.015000000000000171,0.0787537410825766
0.28,0.8,0.023897833682918392,0.008897833682918082,0.015000000000000171,0.07874881236740301
0.2871287128712871,0.8118811881188119,0.023897833682918392,0.008897833682918082,0.015000000000000171,0.0787439812505497
0.29411764705882354,0.8235294117647058,0.023906337439083533,0.00890633743908322,0.015000000000000171,0.0787472192054647
0.30097087378640774,0.8349514563106796,0.023906337439083533,0.00890633743908322,0.015000000000000171,0.07875039428746873
0.3076923076923077,0.8461538461538461,0.023906337439083533,0.00890633743908322,0.015000000000000171,0.07875350831020346
0.3142857142857143,0.8571428571428571,0.023916198654762202,0.00891619865476189,0.015000000000000171,0.0787558374997989
0.330188679245283,0.8773584905660378,0.023916198654762202,0.00891619865476189,0.015000000000000171,0.07876576065836394
0.3364485981308411,0.8878504672897196,0.023928142297447625,0.008928142297447313,0.015000000000000173,0.07878375955549416
0.3333333333333333,0.8888888888888888,0.023935749811659912,0.0089357498116596,0.015000000000000173,0.07880142513971455
0.3302752293577982,0.8899082568807339,0.023935749811659912,0.0089357498116596,0.015000000000000173,0.07881876658477495
0.32727272727272727,0.8909090909090909,0.023935749811659912,0.0089357498116596,0.015000000000000173,0.07883579273083424
0.32432432432432434,0.8918918918918919,0.02395237012693133,0.008952370126931017,0.015000000000000173,0.07885181444906902
0.32142857142857145,0.8839285714285714,0.02394302527293662,0.008943025272936308,0.015000000000000173,0.07886755006519246
0.3274336283185841,0.8938053097345132,0.023936730711344608,0.008936730711344295,0.015000000000000175,0.07888805259734706
0.3333333333333333,0.9035087719298246,0.023971137554899106,0.00897113755489879,0.015000000000000175,0.07890683767942508
0.3391304347826087,0.9130434782608695,0.023971137554899106,0.00897113755489879,0.015000000000000175,0.07892529606442349
0.3448275862068966,0.9224137931034483,0.023971137554899106,0.00897113755489879,0.015000000000000175,0.07894343620140468
0.3418803418803419,0.9230769230769231,0.023975333097879827,0.008975333097879512,0.015000000000000176,0.07896126625057422
0.3389830508474576,0.923728813559322,0.02398190271142971,0.008981902711429395,0.015000000000000176,0.07897814010397936
0.33613445378151263,0.9243697478991597,0.02398190271142971,0.008981902711429395,0.015000000000000176,0.07899473036320963
0.3333333333333333,0.925,0.02398190271142971,0.008981902711429395,0.015000000000000176,0.07901104411811938
0.3305785123966942,0.9173553719008265,0.023972595040226155,0.00897259504022584,0.015000000000000176,0.07902708822418765
0.32786885245901637,0.9098360655737705,0.023972595040226155,0.00897259504022584,0.015000000000000176,0.07904286931212366
0.3252032520325203,0.9024390243902439,0.023972595040226155,0.00897259504022584,0.015000000000000176,0.0790583937970038
0.3225806451612903,0.9032258064516129,0.023963306639563395,0.00896330663956308,0.015000000000000176,0.07907242674289451
0.328,0.912,0.023963306639563395,0.00896330663956308,0.015000000000000176,0.07908562130805867
0.3333333333333333,0.9206349206349206,0.023955519328777455,0.00895551932877714,0.015000000000000178,0.079104302043228
0.3464566929133858,0.937007874015748,0.023962780008587013,0.008962780008586697,0.015000000000000178,0.07914193060291494
0.359375,0.953125,0.023962780008587013,0.008962780008586697,0.015000000000000178,0.07917897121635675
0.37209302325581395,0.9689922480620154,0.023962780008587013,0.008962780008586697,0.015000000000000178,0.07921543755672196
0.38461538461538464,0.9846153846153847,0.023962780008587013,0.008962780008586697,0.015000000000000178,0.07925134287646615
0.3893129770992366,0.9923664122137404,0.023977513700776377,0.008977513700776062,0.015000000000000178,0.07928670002338982
0.3939393939393939,1.0,0.023977513700776377,0.008977513700776062,0.015000000000000178,0.07932152145596617
0.39849624060150374,1.0075187969924813,0.023977513700776377,0.008977513700776062,0.015000000000000178,0.07935581925797747
0.41044776119402987,1.0223880597014925,0.02398534450110887,0.008985344501108553,0.015000000000000178,0.07938842736604088
0.4148148148148148,1.0296296296296297,0.024006334791064038,0.009006334791063721,0.01500000000000018,0.07942055239102189
0.4117647058823529,1.0294117647058822,0.024016607149883365,0.009016607149883048,0.01500000000000018,0.07945220498916493
0.40875912408759124,1.0291970802919708,0.024016607149883365,0.009016607149883048,0.01500000000000018,0.07948339550558325
0.4057971014492754,1.0289855072463767,0.024016607149883365,0.009016607149883048,0.01500000000000018,0.07951413398553174
0.4028776978417266,1.0215827338129497,0.02403241565529679,0.009032415655296475,0.01500000000000018,0.07954443018519321
0.4,1.0142857142857142,0.024023151639240077,0.00902315163923976,0.01500000000000018,0.07957373151630864
0.3971631205673759,1.0070921985815602,0.024023151639240077,0.00902315163923976,0.01500000000000018,0.07960261722570612
0.39436619718309857,1.0,0.024023151639240077,0.00902315163923976,0.01500000000000018,0.07963109609412616
0.3916083916083916,0.993006993006993,0.024023151639240077,0.00902315163923976,0.01500000000000018,0.07965917665669418
0.3888888888888889,0.9861111111111112,0.024023151639240077,0.00902315163923976,0.01500000000000018,0.07968686721144876
0.4,1.0,0.024023151639240077,0.00902315163923976,0.01500000000000018,0.07971255387845186
0.4041095890410959,1.0068493150684932,0.024013906606822823,0.009013906606822508,0.015000000000000182,0.07973788867330422
0.4013605442176871,1.0068027210884354,0.0240160229408368,0.009016022940836482,0.015000000000000182,0.07976287877707017
0.39864864864864863,1.0067567567567568,0.024028830852963277,0.00902883085296296,0.015000000000000182,0.0797870034700179
0.40268456375838924,1.0134228187919463,0.024028830852963277,0.00902883085296296,0.015000000000000182,0.07981028115719058
0.4066666666666667,1.02,0.024019608349538393,0.009019608349538074,0.015000000000000182,0.07983272975009902
0.4105960264900662,1.0264900662251655,0.024018028412183735,0.009018028412183417,0.015000000000000182,0.07985436668307398
0.42105263157894735,1.0394736842105263,0.024018028412183735,0.009018028412183417,0.015000000000000182,0.07988083124718998
0.42483660130718953,1.0457516339869282,0.024035991860060568,0.009035991860060247,0.015000000000000183,0.0799170511071664
0.42857142857142855,1.051948051948052,0.024035991860060568,0.009035991860060247,0.015000000000000183,0.07995280057935093
0.432258064516129,1.0580645161290323,0.024035991860060568,0.009035991860060247,0.015000000000000183,0.07998808876802341
0.4358974358974359,1.064102564102564,0.024035991860060568,0.009035991860060247,0.015000000000000183,0.08002292454402059
0.43312101910828027,1.0636942675159236,0.02405703340692607,0.00905703340692575,0.015000000000000183,0.08005731655217067
0.43037974683544306,1.0632911392405062,0.02405703340692607,0.00905703340692575,0.015000000000000183,0.08009127321844545
0.4276729559748428,1.0628930817610063,0.02405703340692607,0.00905703340692575,0.015000000000000183,0.08012480275684254
0.425,1.0625,0.02405703340692607,0.00905703340692575,0.015000000000000183,0.08015791317600968
0.422360248447205,1.0559006211180124,0.02407500320309208,0.00907500320309176,0.015000000000000185,0.08019061228562194
0.41975308641975306,1.0555555555555556,0.024065799345888133,0.009065799345887813,0.015000000000000185,0.08022193031754343
0.4171779141104294,1.0552147239263803,0.024065799345888133,0.009065799345887813,0.015000000000000185,0.08025286407913461
0.4146341463414634,1.0548780487804879,0.024065799345888133,0.009065799345887813,0.015000000000000185,0.08028342059973077
0.4121212121212121,1.0545454545454545,0.024065799345888133,0.009065799345887813,0.015000000000000185,0.08031360673825909
0.40963855421686746,1.0481927710843373,0.024057217807474905,0.009057217807474583,0.015000000000000185,0.08034342918837142
0.40718562874251496,1.0419161676646707,0.024057217807474905,0.009057217807474583,0.015000000000000185,0.08037289448339258
0.40476190476190477,1.0357142857142858,0.024057217807474905,0.009057217807474583,0.015000000000000185,0.08040200900109205
0.40236686390532544,1.029585798816568,0.024057217807474905,0.009057217807474583,0.015000000000000185,0.08043077896828621
0.4,1.0235294117647058,0.024057217807474905,0.009057217807474583,0.015000000000000185,0.08045921046527808
0.39766081871345027,1.023391812865497,0.024057217807474905,0.009057217807474583,0.015000000000000185,0.08048684774434187
0.3953488372093023,1.0232558139534884,0.024057217807474905,0.009057217807474583,0.015000000000000185,0.0805141636596956
0.3930635838150289,1.0173410404624277,0.02404805058297341,0.009048050582973092,0.015000000000000185,0.0805411637841204
0.39080459770114945,1.0114942528735633,0.02404805058297341,0.009048050582973092,0.015000000000000185,0.08056785356228745
0.3942857142857143,1.0171428571428571,0.02404805058297341,0.009048050582973092,0.015000000000000185,0.08059333855011741
0.3977272727272727,1.0227272727272727,0.024038901896843004,0.009038901896842684,0.015000000000000185,0.08062288411479618
0.4067796610169492,1.0338983050847457,0.024038901896843004,0.009038901896842684,0.015000000000000185,0.08065164909558425
0.4101123595505618,1.0393258426966292,0.024040275748256734,0.009040275748256412,0.015000000000000187,0.080680090874341
0.4134078212290503,1.0446927374301676,0.024040275748256734,0.009040275748256412,0.015000000000000187,0.08070821486786024
0.4166666666666667,1.05,0.024040275748256734,0.009040275748256412,0.015000000000000187,0.0807360263725626
0.4198895027624309,1.0552486187845305,0.024053737729689925,0.009053737729689605,0.015000000000000187,0.0807630945092668
0.4175824175824176,1.054945054945055,0.02407306405093976,0.009073064050939439,0.015000000000000189,0.0807890002601855
0.4207650273224044,1.0601092896174864,0.02407306405093976,0.009073064050939439,0.015000000000000189,0.08081419396934193
0.41847826086956524,1.0543478260869565,0.024068363849730892,0.009068363849730568,0.015000000000000189,0.08083911383383362
0.41621621621621624,1.0486486486486486,0.024068363849730892,0.009068363849730568,0.015000000000000189,0.08086376429438485
0.41397849462365593,1.043010752688172,0.024068363849730892,0.009068363849730568,0.015000000000000189,0.08088814969622048
0.4117647058823529,1.0427807486631016,0.024059268198928754,0.009059268198928432,0.015000000000000189,0.08091143711188399
0.4095744680851064,1.0425531914893618,0.024059268198928754,0.009059268198928432,0.015000000000000189,0.080934476789083
0.4074074074074074,1.0423280423280423,0.024063312349160197,0.009063312349159873,0.015000000000000189,0.08095685963763195
0.4052631578947368,1.0421052631578946,0.024063312349160197,0.009063312349159873,0.015000000000000189,0.08097900687724882
0.4031413612565445,1.0418848167539267,0.024056726521180453,0.009056726521180131,0.01500000000000019,0.08100051425874442
0.4010416666666667,1.0416666666666667,0.024056726521180453,0.009056726521180131,0.01500000000000019,0.08102179760501611
0.39896373056994816,1.0414507772020725,0.024056726521180453,0.009056726521180131,0.01500000000000019,0.0810428603984767
0.39690721649484534,1.041237113402062,0.024056726521180453,0.009056726521180131,0.01500000000000019,0.08106370604973667
0.4,1.0461538461538462,0.024052002096381357,0.009052002096381035,0.01500000000000019,0.08108782254875169
0.4030612244897959,1.0510204081632653,0.02404914782386347,0.009049147823863147,0.01500000000000019,0.08111129406970874
0.40609137055837563,1.0558375634517767,0.024060194496780065,0.009060194496779743,0.015000000000000192,0.08113373573480064
0.40404040404040403,1.0555555555555556,0.02406893459129693,0.009068934591296606,0.015000000000000192,0.08115555800611249
0.4020100502512563,1.0552763819095476,0.02406893459129693,0.009068934591296606,0.015000000000000192,0.08117716095811466
0.4,1.055,0.02406893459129693,0.009068934591296606,0.015000000000000192,0.08119854788059681
0.39800995024875624,1.054726368159204,0.024059919745778743,0.009059919745778418,0.015000000000000192,0.08121933585165643
0.39603960396039606,1.0544554455445545,0.024059919745778743,0.009059919745778418,0.015000000000000192,0.0812399180012204
0.39408866995073893,1.0541871921182266,0.02405092280462107,0.009050922804620743,0.015000000000000192,0.0812599157230636
0.4019607843137255,1.0637254901960784,0.02405092280462107,0.009050922804620743,0.015000000000000192,0.08127895989861834
0.40487804878048783,1.0682926829268293,0.02404268684255638,0.009042686842556056,0.015000000000000194,0.08129781827733841
0.41262135922330095,1.0776699029126213,0.02404268684255638,0.009042686842556056,0.015000000000000194,0.08131611951532787
0.41545893719806765,1.0821256038647342,0.024038581497265978,0.009038581497265653,0.015000000000000194,0.08133424392976187
0.4230769230769231,1.0913461538461537,0.024038581497265978,0.009038581497265653,0.015000000000000194,0.0813518242878336
0.4258373205741627,1.0956937799043063,0.024046989209924468,0.009046989209924144,0.015000000000000194,0.08136923641281374
0.42857142857142855,1.1,0.024058590060890592,0.009058590060890267,0.015000000000000194,0.08138611710834871
0.4265402843601896,1.09478672985782,0.024082889418489378,0.009082889418489051,0.015000000000000195,0.08140283779729095
0.42452830188679247,1.0896226415094339,0.024082889418489378,0.009082889418489051,0.015000000000000195,0.08141940074388467
0.4225352112676056,1.0845070422535212,0.024082889418489378,0.009082889418489051,0.015000000000000195,0.0814358081698531
0.4205607476635514,1.0794392523364487,0.024082889418489378,0.009082889418489051,0.015000000000000195,0.08145206225539191
0.4186046511627907,1.0744186046511628,0.024082889418489378,0.009082889418489051,0.015000000000000195,0.08146816514013502
0.4166666666666667,1.0694444444444444,0.024082889418489378,0.009082889418489051,0.015000000000000195,0.08148411892409346
0.423963133640553,1.0783410138248848,0.024082889418489378,0.009082889418489051,0.015000000000000195,0.08149886807506393
0.42660550458715596,1.0825688073394495,0.02407393193385576,0.009073931933855433,0.015000000000000195,0.08151348191272274
0.4292237442922374,1.08675799086758,0.02407393193385576,0.009073931933855433,0.015000000000000195,0.08152796229067691
0.4318181818181818,1.0909090909090908,0.02409448388900208,0.009094483889001751,0.015000000000000197,0.08154092887305077
0.4298642533936652,1.090497737556561,0.02409452330374793,0.009094523303747602,0.015000000000000197,0.08155377811078776
0.42792792792792794,1.09009009009009,0.02409452330374793,0.009094523303747602,0.015000000000000197,0.08156651158962622
0.4260089686098655,1.0852017937219731,0.024098621414879555,0.009098621414879226,0.015000000000000197,0.08157913086686074
0.42410714285714285,1.0848214285714286,0.024098621414879555,0.009098621414879226,0.015000000000000197,0.08159129962520253
0.4311111111111111,1.0933333333333333,0.024098621414879555,0.009098621414879226,0.015000000000000197,0.08160268933302567
0.4336283185840708,1.0973451327433628,0.024089709934551562,0.009089709934551235,0.015000000000000197,0.08161397824697426
0.44052863436123346,1.105726872246696,0.024088716074004254,0.009088716074003925,0.015000000000000199,0.08162810798408639
0.4473684210526316,1.1140350877192982,0.024088716074004254,0.009088716074003925,0.015000000000000199,0.08164211377613613
0.45414847161572053,1.1222707423580787,0.02419375148413964,0.00919375148413931,0.0150000000000002,0.08166364357695015
0.45652173913043476,1.126086956521739,0.02420963271703162,0.009209632717031289,0.015000000000000202,0.0816849861621049
0.46320346320346323,1.1341991341991342,0.024222479570446816,0.009222479570446486,0.015000000000000202,0.08170548298861709
0.4698275862068966,1.1422413793103448,0.024222479570446816,0.009222479570446486,0.015000000000000202,0.08173273594562341
0.4721030042918455,1.145922746781116,0.024242524603005657,0.009242524603005325,0.015000000000000202,0.08176663378044349
0.47435897435897434,1.1495726495726495,0.024242524603005657,0.009242524603005325,0.015000000000000202,0.08180024189017962
0.4765957446808511,1.1531914893617021,0.024242524603005657,0.009242524603005325,0.015000000000000202,0.08183356397344993
0.4788135593220339,1.1567796610169492,0.024249095371251295,0.009249095371250965,0.015000000000000202,0.08186627022274028
0.4767932489451477,1.1561181434599157,0.024265760862703274,0.009265760862702942,0.015000000000000202,0.08189870046992691
0.47478991596638653,1.1554621848739495,0.024265760862703274,0.009265760862702942,0.015000000000000202,0.08193085819402793
0.47280334728033474,1.1506276150627615,0.02426617469772956,0.009266174697729229,0.015000000000000204,0.08196274681583522
0.4708333333333333,1.15,0.02426617469772956,0.009266174697729229,0.015000000000000204,0.08199404238831311
0.46887966804979253,1.1452282157676348,0.024248337980313336,0.009248337980313003,0.015000000000000204,0.08202475286516399
0.4669421487603306,1.140495867768595,0.024248337980313336,0.009248337980313003,0.015000000000000204,0.08205520953642108
0.46502057613168724,1.1358024691358024,0.024248337980313336,0.009248337980313003,0.015000000000000204,0.08208541553548673
