Tq_IO, Tq_CPU, Tw_IO, Tw_CPU, Ts_IO, Ts_CPU, q, w
0.12060852654951448,0.6161493826608683,0.10900549885585342,0.3215566028404981,0.011603027693661042,0.2945927798203702,11.0,10.0
0.12060852654951448,0.6161493826608683,0.10900549885585342,0.3215566028404981,0.011603027693661042,0.2945927798203702,11.0,10.0
0.12549085241810523,0.6142231213567737,0.1140036906088979,0.31993704979366566,0.011487161809207318,0.2942860715631082,10.666666666666666,9.666666666666666
0.12549085241810523,0.6142231213567737,0.1140036906088979,0.31993704979366566,0.011487161809207318,0.2942860715631082,10.5,9.5
0.12549085241810523,0.6318355185190809,0.1140036906088979,0.3389035949707056,0.011487161809207318,0.29293192354837555,10.2,9.2
0.13116166141322977,0.6349008883170075,0.11964035592976706,0.3411964158118066,0.011521305483462687,0.29370447250520104,10.0,9.0
0.13116166141322977,0.6349008883170075,0.11964035592976706,0.3411964158118066,0.011521305483462687,0.29370447250520104,9.857142857142858,8.857142857142858
0.13116166141322977,0.6349008883170075,0.11964035592976706,0.3411964158118066,0.011521305483462687,0.29370447250520104,9.875,8.875
0.1373867212318247,0.6337323673938327,0.1259750925953096,0.3421111642318291,0.011411628636515075,0.2916212031620037,9.777777777777779,8.777777777777779
0.150755492333595,0.6677322063333214,0.13951723051731196,0.37346169605892365,0.011238261816283025,0.29427051027439793,9.7,8.7
0.150755492333595,0.6677322063333214,0.13951723051731196,0.37346169605892365,0.011238261816283025,0.29427051027439793,9.636363636363637,8.636363636363637
0.150755492333595,0.6732162079927436,0.13951723051731196,0.38119083588378044,0.011238261816283025,0.2920253721089633,9.583333333333334,8.583333333333334
0.15630585867673719,0.6821095655593338,0.14466214844246564,0.389982708078543,0.011643710234271534,0.29212685748079087,9.538461538461538,8.538461538461538
0.15630585867673719,0.6821095655593338,0.14466214844246564,0.389982708078543,0.011643710234271534,0.29212685748079087,9.5,8.5
0.15630585867673719,0.6821095655593338,0.14466214844246564,0.389982708078543,0.011643710234271534,0.29212685748079087,9.533333333333333,8.533333333333333
0.15630585867673719,0.6821095655593338,0.14466214844246564,0.389982708078543,0.011643710234271534,0.29212685748079087,9.625,8.625
0.167312813137168,0.6811394037136596,0.1558198265365342,0.39021388202650004,0.011492986600633779,0.29092552168715957,9.529411764705882,8.529411764705882
0.167312813137168,0.6811394037136596,0.1558198265365342,0.39021388202650004,0.011492986600633779,0.29092552168715957,9.444444444444445,8.444444444444445
0.167312813137168,0.6811394037136596,0.1558198265365342,0.39021388202650004,0.011492986600633779,0.29092552168715957,9.368421052631579,8.368421052631579
0.167312813137168,0.6811394037136596,0.1558198265365342,0.39021388202650004,0.011492986600633779,0.29092552168715957,9.3,8.3
0.17130512299073716,0.7147242831517552,0.15996817112427655,0.4269105363548209,0.011336951866460566,0.28781374679693433,9.238095238095237,8.238095238095237
0.18013280643314394,0.7252857332742708,0.16896745377370195,0.4360837525264575,0.011165352659441977,0.2892019807478134,9.045454545454545,8.045454545454545
0.18013280643314394,0.7214820787506159,0.16896745377370195,0.4319339229581526,0.011165352659441977,0.2895481557924634,8.91304347826087,7.913043478260869
0.18013280643314394,0.7184858338705374,0.16896745377370195,0.42501584098538003,0.011165352659441977,0.29346999288515746,8.875,7.875
0.18310464616676023,0.7549372169748709,0.17203555537790546,0.46468252991988573,0.011069090788854753,0.2902546870549852,8.8,7.8
0.18310464616676023,0.7549372169748709,0.17203555537790546,0.46468252991988573,0.011069090788854753,0.2902546870549852,8.73076923076923,7.730769230769231
0.18310464616676023,0.7693880281221254,0.17203555537790546,0.48009974719835835,0.011069090788854753,0.28928828092376707,8.666666666666666,7.666666666666667
0.18310464616676023,0.7693880281221254,0.17203555537790546,0.48009974719835835,0.011069090788854753,0.28928828092376707,8.642857142857142,7.642857142857143
0.1901450136636791,0.7697963456419646,0.17908714215842,0.48181017340509413,0.011057871505259075,0.2879861722368706,8.551724137931034,7.551724137931035
0.1901450136636791,0.7712415855500206,0.17908714215842,0.48212971890189965,0.011057871505259075,0.28911186664812105,8.5,7.5
0.1901450136636791,0.7712415855500206,0.17908714215842,0.48212971890189965,0.011057871505259075,0.28911186664812105,8.516129032258064,7.516129032258065
0.19237641176026982,0.8062297115993574,0.18136210605198808,0.5220423851159836,0.011014305708281727,0.2841873264833739,8.46875,7.46875
0.19496586969277796,0.8109537690984702,0.184013954452432,0.5292313008792913,0.010951915240345968,0.2817224682191788,8.393939393939394,7.393939393939394
0.19496586969277796,0.8109537690984702,0.184013954452432,0.5292313008792913,0.010951915240345968,0.2817224682191788,8.323529411764707,7.323529411764706
0.19496586969277796,0.8109537690984702,0.184013954452432,0.5292313008792913,0.010951915240345968,0.2817224682191788,8.257142857142858,7.257142857142857
0.19496586969277796,0.8109537690984702,0.184013954452432,0.5292313008792913,0.010951915240345968,0.2817224682191788,8.194444444444445,7.194444444444445
0.19496586969277796,0.8109537690984702,0.184013954452432,0.5292313008792913,0.010951915240345968,0.2817224682191788,8.135135135135135,7.135135135135135
0.19496586969277796,0.8067644513975987,0.184013954452432,0.5261794609929745,0.010951915240345968,0.28058499040462415,8.052631578947368,7.052631578947368
0.19496586969277796,0.8067644513975987,0.184013954452432,0.5261794609929745,0.010951915240345968,0.28058499040462415,7.9743589743589745,6.9743589743589745
0.2056866255754262,0.8131489862950413,0.19449175803842428,0.5347601970072543,0.011194867537001892,0.27838878928778704,7.85,6.85
0.20623823976008274,0.8131489862950413,0.1951060774604746,0.5347601970072543,0.011132162299608119,0.27838878928778704,7.7073170731707314,6.7073170731707314
0.20533755178388854,0.8131489862950413,0.19397989527606818,0.5347601970072543,0.011357656507820321,0.27838878928778704,7.571428571428571,6.571428571428571
0.20533755178388854,0.8131489862950413,0.19397989527606818,0.5347601970072543,0.011357656507820321,0.27838878928778704,7.441860465116279,6.441860465116279
0.20533755178388854,0.8213802919912038,0.19397989527606818,0.5455021559459692,0.011357656507820321,0.27587813604523465,7.318181818181818,6.318181818181818
0.20420187081155217,0.8167795335727589,0.19288970382072446,0.5448907720924454,0.011312166990827675,0.2718887614803134,7.2,6.2
0.20420187081155217,0.8167795335727589,0.19288970382072446,0.5448907720924454,0.011312166990827675,0.2718887614803134,7.086956521739131,6.086956521739131
0.2017178183172531,0.827778845497512,0.19048720196909272,0.5573364247928759,0.011230616348160312,0.270442420704636,6.9361702127659575,5.957446808510638
0.19970759202799598,0.827778845497512,0.1883939360133884,0.5573364247928759,0.011313656014607496,0.270442420704636,6.791666666666667,5.833333333333333
0.19970759202799598,0.827778845497512,0.1883939360133884,0.5573364247928759,0.011313656014607496,0.270442420704636,6.653061224489796,5.714285714285714
0.19970759202799598,0.827778845497512,0.1883939360133884,0.5573364247928759,0.011313656014607496,0.270442420704636,6.54,5.6
0.19970759202799598,0.8202248279188811,0.1883939360133884,0.5518182423691841,0.011313656014607496,0.26840658554969676,6.411764705882353,5.490196078431373
0.19970759202799598,0.8202248279188811,0.1883939360133884,0.5518182423691841,0.011313656014607496,0.26840658554969676,6.3076923076923075,5.384615384615385
0.19782135689647748,0.8202248279188811,0.18634617583932983,0.5518182423691841,0.011475181057147536,0.26840658554969676,6.188679245283019,5.283018867924528
0.19782135689647748,0.8202248279188811,0.18634617583932983,0.5518182423691841,0.011475181057147536,0.26840658554969676,6.074074074074074,5.185185185185185
0.19782135689647748,0.8202248279188811,0.18634617583932983,0.5518182423691841,0.011475181057147536,0.26840658554969676,5.963636363636364,5.090909090909091
0.19782135689647748,0.8202248279188811,0.18634617583932983,0.5518182423691841,0.011475181057147536,0.26840658554969676,5.857142857142857,5.0
